"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"NTP","Nam Tai Property Inc.","9.78","373531363.98","n/a","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/ntp",
"NBHC","National Bank Holdings Corporation","34.08","1051800304.8","n/a","2012","Finance","Major Banks","https://www.nasdaq.com/symbol/nbhc",
"NNI","Nelnet, Inc.","55.84","2244356961.76","n/a","2003","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/nni",
"NFC","New Frontier Corporation","9.91","400983375","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/nfc",
"NYCB","New York Community Bancorp, Inc.","11.79","5509867305.87","n/a","n/a","Finance","Banks","https://www.nasdaq.com/symbol/nycb",
"NOAH","Noah Holdings Ltd.","52.37","3006057167.42","n/a","2010","Finance","Investment Managers","https://www.nasdaq.com/symbol/noah",
"NMR","Nomura Holdings Inc ADR","3.68","12173954180.64","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/nmr",
"OAK","Oaktree Capital Group, LLC","49.99","3573388929.25","n/a","2012","Finance","Investment Managers","https://www.nasdaq.com/symbol/oak",
"OZM","Och-Ziff Capital Management Group LLC","16.1","329203928.9","n/a","2007","Finance","Investment Managers","https://www.nasdaq.com/symbol/ozm",
"OCN","Ocwen Financial Corporation","1.84","246410395.12","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/ocn",
"OFG","OFG Bancorp","20.15","1034075814.85","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ofg",
"OFG^A","OFG Bancorp","25.22","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ofg^a",
"ORI","Old Republic International Corporation","21.24","6430941892.08","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/ori",
"ONDK","On Deck Capital, Inc.","5.59","422821674.6","n/a","2014","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/ondk",
"OMF","OneMain Holdings, Inc.","32.88","4471343308.8","n/a","2013","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/omf",
"OPY","Oppenheimer Holdings, Inc.","26.29","340372449.89","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/opy",
"IX","Orix Corp Ads","72.87","18680740055.25","n/a","n/a","Finance","Diversified Financial Services","https://www.nasdaq.com/symbol/ix",
"PFSI","PennyMac Financial Services, Inc.","22.55","1748407823.25","n/a","2013","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/pfsi",
"PJC","Piper Jaffray Companies","74.42","1089396872.32","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/pjc",
"PVT","Pivotal Acquisition Corp.","9.9","0","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/pvt",
"PJT","PJT Partners Inc.","42.1","958609674.6","n/a","2015","Finance","Investment Managers","https://www.nasdaq.com/symbol/pjt",
"PNC","PNC Financial Services Group, Inc. (The)","126.91","57567965167.02","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/pnc",
"PPDF","PPDAI Group Inc.","3.81","1145340227.73","n/a","2017","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/ppdf",
"PYS","PPlus Trust","17.97","0","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/pys",
"PYT","PPlus Trust","20.01","0","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/pyt",
"PRI","Primerica, Inc.","125.04","5308484671.68","n/a","2010","Finance","Life Insurance","https://www.nasdaq.com/symbol/pri",
"PRA","ProAssurance Corporation","35.11","1883306649.58","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/pra",
"PGR","Progressive Corporation (The)","72.76","42490807099.04","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/pgr",
"PB","Prosperity Bancshares, Inc.","70.78","4943758273.5","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/pb",
"PFS","Provident Financial Services, Inc","26.33","1753382815.71","n/a","2003","Finance","Savings Institutions","https://www.nasdaq.com/symbol/pfs",
"PJH","Prudential Financial, Inc.","25.46","0","n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/pjh",
"PRH","Prudential Financial, Inc.","25.5844","0","n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/prh",
"PRS","Prudential Financial, Inc.","25.7","559910634.2","n/a","2018","Finance","Life Insurance","https://www.nasdaq.com/symbol/prs",
"PRU","Prudential Financial, Inc.","95.87","39146953257.05","n/a","2001","Finance","Life Insurance","https://www.nasdaq.com/symbol/pru",
"PUK","Prudential Public Limited Company","41.25","53484257433.75","n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/puk",
"PZN","Pzena Investment Management Inc","8.19","576444083.67","n/a","2007","Finance","Investment Managers","https://www.nasdaq.com/symbol/pzn",
"QD","Qudian Inc.","5.16","1529651494.08","n/a","2017","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/qd",
"RDN","Radian Group Inc.","21.31","4553041452.86","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/rdn",
"RJF","Raymond James Financial, Inc.","83.08","11717435793.8","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/rjf",
"RMAX","RE/MAX Holdings, Inc.","39.49","701121927.33","n/a","2013","Finance","Real Estate","https://www.nasdaq.com/symbol/rmax",
"RLGY","Realogy Holdings Corp.","11.74","1340677159.02","n/a","2012","Finance","Real Estate","https://www.nasdaq.com/symbol/rlgy",
"RWGE","Regalwood Global Energy Ltd.","10.11","303300000","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/rwge",
"RM","Regional Management Corp.","24.39","289793638.62","n/a","2012","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/rm",
"RF","Regions Financial Corporation","14.67","14930176352.22","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/rf",
"RGA","Reinsurance Group of America, Incorporated","144.75","9096072195.75","n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/rga",
"RZA","Reinsurance Group of America, Incorporated","26.57","0","n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/rza",
"RZB","Reinsurance Group of America, Incorporated","26.58","0","n/a","2016","Finance","Life Insurance","https://www.nasdaq.com/symbol/rzb",
"RNR","RenaissanceRe Holdings Ltd.","144.72","6359931835.92","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/rnr",
"RVI","Retail Value Inc.","32.18","612807794.68","n/a","2018","Finance","Real Estate","https://www.nasdaq.com/symbol/rvi",
"RLI","RLI Corp.","71.82","3198239617.86","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/rli",
"RMG","RMG Acquisition Corp.","9.75","0","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/rmg",
"ROL","Rollins, Inc.","41.96","13743194759.72","n/a","n/a","Finance","Diversified Commercial Services","https://www.nasdaq.com/symbol/rol",
"RY","Royal Bank Of Canada","76.95","110462073275.7","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/ry",
"RBS","Royal Bank Scotland plc (The)","6.64","40001664285.84","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/rbs",
"SPGI","S&P Global Inc.","212.9","52390705150.7","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/spgi",
"SFE","Safeguard Scientifics, Inc.","10.84","223054398.16","n/a","n/a","Finance","Finance/Investors Services","https://www.nasdaq.com/symbol/sfe",
"SC","Santander Consumer USA Holdings Inc.","21.7","7624629353.6","n/a","2014","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/sc",
"JBN","Select Asset Inc.","6.7","0","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/jbn",
"JBR","Select Asset Inc.","6.72","0","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/jbr",
"SRG","Seritage Growth Properties","45.19","1611815273.99","n/a","2015","Finance","Real Estate","https://www.nasdaq.com/symbol/srg",
