"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"DWDP","DowDuPont Inc.","54.42","122704151196.36","n/a","2017","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/dwdp",
"DRD","DRDGOLD Limited","1.96","134665463.24","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/drd",
"DY","Dycom Industries, Inc.","47.44","1491562178.56","n/a","n/a","Basic Industries","Water Supply","https://www.nasdaq.com/symbol/dy",
"DD^A","E.I. du Pont de Nemours and Company","82","0","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/dd^a",
"DD^B","E.I. du Pont de Nemours and Company","105.53","0","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/dd^b",
"EMN","Eastman Chemical Company","78.52","10897467611.68","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/emn",
"ECL","Ecolab Inc.","178.67","51522457384.61","n/a","n/a","Basic Industries","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/ecl",
"EGO","Eldorado Gold Corporation","4.42","701903611.24","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/ego",
"ESI","Element Solutions Inc.","10.25","2587054982","n/a","2014","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/esi",
"EMES","Emerge Energy Services LP","1.92","59589315.84","n/a","2013","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/emes",
"EXK","Endeavour Silver Corporation","2.42","318027259.66","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/exk",
